CodPedido,DtPedido,CodFilial,CodProduto,Qtd,VlUnit
260,1705641084,8,284,9,78.13
400,1705641224,1,258,1,59.17
318,1705641142,10,291,11,7.22
335,1705641159,6,282,4,93.91
337,1705641161,6,168,7,50.13
329,1705641153,13,173,4,23.96
325,1705641149,5,114,11,1.91
228,1705641052,14,157,4,16.61
281,1705641105,6,248,10,19.71
244,1705641068,7,245,9,69.18
293,1705641117,6,104,14,29.3
301,1705641125,15,202,8,74.98
288,1705641112,9,174,7,86.49
268,1705641092,12,175,8,19.55
383,1705641207,13,220,8,86.17
402,1705641226,10,175,3,19.55
252,1705641076,2,130,13,92.68
413,1705641237,12,253,1,31.54
338,1705641162,9,146,11,40.14
287,1705641111,1,203,14,4.81
334,1705641158,6,170,13,21.54
309,1705641133,2,116,15,12.08
393,1705641217,15,204,5,16.58
269,1705641093,15,259,15,45.45
384,1705641208,12,163,10,63.61
337,1705641161,6,265,1,76.64
238,1705641062,15,165,14,9.18
230,1705641054,13,279,8,18.04
312,1705641136,13,106,8,49.96
369,1705641193,7,202,12,74.98
227,1705641051,1,177,3,26.79
360,1705641184,3,242,7,94.06
303,1705641127,8,219,6,97.2
375,1705641199,5,178,8,10.54
379,1705641203,9,262,8,43.26
413,1705641237,12,142,6,77.62
279,1705641103,5,103,2,94.95
250,1705641074,15,260,8,32.64
338,1705641162,9,196,1,68.38
394,1705641218,6,105,2,81.99
290,1705641114,15,294,11,14.84
332,1705641156,14,223,9,92.83
398,1705641222,8,132,4,36.48
348,1705641172,13,127,10,53.22
410,1705641234,14,291,15,7.22
347,1705641171,12,101,8,55.16
393,1705641217,15,272,15,59.02
354,1705641178,5,147,4,83.13
402,1705641226,10,183,7,62.98
272,1705641096,11,258,14,59.17
284,1705641108,8,225,7,30.48
340,1705641164,4,220,6,86.17
226,1705641050,13,101,12,55.16
279,1705641103,5,133,7,62.51
226,1705641050,13,167,9,88.11
260,1705641084,8,249,12,99.14
384,1705641208,12,166,12,12.77
323,1705641147,3,123,12,66.49
341,1705641165,7,205,4,52.16
286,1705641110,14,271,11,47.14
328,1705641152,3,185,7,35.01
232,1705641056,12,110,12,24.35
289,1705641113,11,278,3,60.57
408,1705641232,10,261,2,74.34
356,1705641180,7,203,7,4.81
363,1705641187,15,101,13,55.16
285,1705641109,1,120,15,21.89
324,1705641148,2,135,10,90.44
318,1705641142,10,224,12,77.92
381,1705641205,6,212,2,94.17
363,1705641187,15,226,9,92.99
332,1705641156,14,273,13,63.76
383,1705641207,13,207,8,43.09
356,1705641180,7,243,9,27.51
341,1705641165,7,204,8,16.58
356,1705641180,7,248,1,19.71
262,1705641086,3,115,14,18.96
265,1705641089,10,157,12,16.61
233,1705641057,3,212,9,94.17
273,1705641097,11,290,7,70.85
400,1705641224,1,150,6,46.91
379,1705641203,9,282,7,93.91
278,1705641102,13,142,10,77.62
326,1705641150,2,273,4,63.76
311,1705641135,11,111,5,16.6
334,1705641158,6,225,7,30.48
262,1705641086,3,197,7,99.46
223,1705641047,7,265,9,76.64
367,1705641191,8,240,6,81.07
236,1705641060,7,272,12,59.02
408,1705641232,10,266,14,62.93
261,1705641085,6,240,2,81.07
300,1705641124,11,243,8,27.51
292,1705641116,7,180,5,98.82
294,1705641118,13,171,3,2.3
402,1705641226,10,157,14,16.61
377,1705641201,1,230,2,61.98
392,1705641216,10,124,11,72.69
260,1705641084,8,263,6,52.9
296,1705641120,1,242,2,94.06
402,1705641226,10,279,12,18.04
298,1705641122,12,112,7,27.9
267,1705641091,6,214,5,1.54
275,1705641099,7,252,13,11.98
234,1705641058,14,293,8,21.49
337,1705641161,6,239,6,61.14
246,1705641070,7,229,12,54.4
334,1705641158,6,103,8,94.95
245,1705641069,9,116,11,12.08
299,1705641123,12,240,10,81.07
257,1705641081,1,266,6,62.93
268,1705641092,12,214,15,1.54
260,1705641084,8,192,13,57.81
253,1705641077,3,276,9,75.72
324,1705641148,2,130,12,92.68
287,1705641111,1,277,13,79.33
357,1705641181,5,142,13,77.62
355,1705641179,9,185,5,35.01
282,1705641106,14,196,1,68.38
235,1705641059,13,161,9,30.31
394,1705641218,6,147,12,83.13
234,1705641058,14,281,10,22.01
303,1705641127,8,280,9,50.18
325,1705641149,5,299,13,74.39
270,1705641094,1,194,3,94.84
325,1705641149,5,128,15,45.02
323,1705641147,3,109,13,9.3
260,1705641084,8,228,2,6.13
227,1705641051,1,128,13,45.02
381,1705641205,6,205,5,52.16
387,1705641211,8,239,6,61.14
273,1705641097,11,271,8,47.14
316,1705641140,7,161,1,30.31
281,1705641105,6,246,8,67.99
353,1705641177,2,195,6,68.87
351,1705641175,13,231,15,22.48
331,1705641155,15,262,13,43.26
307,1705641131,12,266,11,62.93
410,1705641234,14,180,3,98.82
385,1705641209,4,221,11,21.94
347,1705641171,12,198,2,24.14
282,1705641106,14,177,13,26.79
278,1705641102,13,218,11,21.51
250,1705641074,15,282,4,93.91
229,1705641053,8,125,11,73.09
382,1705641206,3,160,1,11.17
254,1705641078,6,128,6,45.02
390,1705641214,3,255,6,59.6
346,1705641170,1,141,6,99.39
391,1705641215,11,279,11,18.04
260,1705641084,8,213,8,99.12
258,1705641082,2,268,5,51.51
361,1705641185,12,241,10,67.22
287,1705641111,1,227,4,23.88
353,1705641177,2,213,12,99.12
230,1705641054,13,295,8,24.29
249,1705641073,11,194,12,94.84
249,1705641073,11,119,14,68.37
337,1705641161,6,177,15,26.79
340,1705641164,4,242,10,94.06
393,1705641217,15,122,6,20.53
412,1705641236,9,116,6,12.08
383,1705641207,13,158,2,56.57
324,1705641148,2,265,7,76.64
401,1705641225,6,135,10,90.44
277,1705641101,13,120,1,21.89
379,1705641203,9,296,9,69.3
395,1705641219,15,286,9,58.95
235,1705641059,13,282,6,93.91
309,1705641133,2,167,12,88.11
240,1705641064,5,270,4,17.63
329,1705641153,13,166,8,12.77
274,1705641098,11,180,8,98.82
362,1705641186,10,249,15,99.14
231,1705641055,7,152,4,2.47
372,1705641196,14,210,13,92.41
318,1705641142,10,159,8,57.29
305,1705641129,3,272,11,59.02
339,1705641163,9,258,11,59.17
266,1705641090,8,294,12,14.84
256,1705641080,12,249,6,99.14
226,1705641050,13,187,15,58.47
357,1705641181,5,200,12,59.88
376,1705641200,3,124,13,72.69
311,1705641135,11,259,10,45.45
256,1705641080,12,143,8,21.62
350,1705641174,12,287,8,63.56
294,1705641118,13,128,9,45.02
408,1705641232,10,135,10,90.44
355,1705641179,9,148,4,37.01
387,1705641211,8,296,15,69.3
258,1705641082,2,284,13,78.13
345,1705641169,10,117,2,71.49
405,1705641229,10,232,7,91.34
317,1705641141,11,127,2,53.22
388,1705641212,7,183,6,62.98
303,1705641127,8,123,13,66.49
277,1705641101,13,246,11,67.99
404,1705641228,5,151,8,53.14
326,1705641150,2,147,13,83.13
368,1705641192,1,251,15,44.57
392,1705641216,10,253,13,31.54
355,1705641179,9,173,4,23.96
268,1705641092,12,112,3,27.9
367,1705641191,8,280,2,50.18
265,1705641089,10,174,14,86.49
325,1705641149,5,131,8,48.12
223,1705641047,7,266,9,62.93
233,1705641057,3,195,3,68.87
301,1705641125,15,101,15,55.16
280,1705641104,10,292,10,43.16
325,1705641149,5,131,1,48.12
406,1705641230,1,264,7,44.81
375,1705641199,5,112,5,27.9
404,1705641228,5,160,11,11.17
269,1705641093,15,137,2,29.89
241,1705641065,7,273,12,63.76
339,1705641163,9,106,15,49.96
234,1705641058,14,293,8,21.49
375,1705641199,5,141,1,99.39
293,1705641117,6,162,14,68.26
328,1705641152,3,111,12,16.6
389,1705641213,15,227,8,23.88
305,1705641129,3,148,10,37.01
290,1705641114,15,191,9,90.22
307,1705641131,12,255,2,59.6
333,1705641157,6,160,14,11.17
374,1705641198,12,163,2,63.61
326,1705641150,2,279,12,18.04
344,1705641168,3,296,8,69.3
412,1705641236,9,204,10,16.58
298,1705641122,12,111,4,16.6
381,1705641205,6,169,14,10.11
378,1705641202,5,111,2,16.6
402,1705641226,10,150,13,46.91
316,1705641140,7,259,13,45.45
316,1705641140,7,146,7,40.14
314,1705641138,8,105,15,81.99
341,1705641165,7,236,9,99.75
398,1705641222,8,146,1,40.14
317,1705641141,11,279,7,18.04
413,1705641237,12,119,9,68.37
329,1705641153,13,136,6,2.48
227,1705641051,1,130,2,92.68
350,1705641174,12,293,12,21.49
264,1705641088,15,120,6,21.89
309,1705641133,2,142,5,77.62
249,1705641073,11,286,5,58.95
398,1705641222,8,148,2,37.01
388,1705641212,7,103,10,94.95
236,1705641060,7,226,6,92.99
389,1705641213,15,104,15,29.3
259,1705641083,15,253,14,31.54
281,1705641105,6,102,2,43.45
292,1705641116,7,178,7,10.54
394,1705641218,6,119,15,68.37
267,1705641091,6,214,8,1.54
343,1705641167,7,206,1,28.95
355,1705641179,9,287,9,63.56
350,1705641174,12,203,10,4.81
317,1705641141,11,158,6,56.57
243,1705641067,12,271,14,47.14
343,1705641167,7,273,11,63.76
333,1705641157,6,258,12,59.17
369,1705641193,7,120,5,21.89
355,1705641179,9,263,13,52.9
375,1705641199,5,191,12,90.22
238,1705641062,15,295,11,24.29
228,1705641052,14,113,15,71.29
246,1705641070,7,107,2,94.96
234,1705641058,14,154,15,99.99
390,1705641214,3,254,1,9.94
377,1705641201,1,159,9,57.29
354,1705641178,5,209,14,32.73
362,1705641186,10,198,12,24.14
248,1705641072,5,155,13,87.86
261,1705641085,6,126,3,15.91
339,1705641163,9,241,6,67.22
289,1705641113,11,201,3,63.33
412,1705641236,9,102,8,43.45
313,1705641137,7,299,9,74.39
268,1705641092,12,216,8,17.93
228,1705641052,14,198,14,24.14
331,1705641155,15,190,4,58.29
319,1705641143,12,128,11,45.02
348,1705641172,13,113,8,71.29
283,1705641107,5,222,6,52.18
411,1705641235,7,160,13,11.17
350,1705641174,12,213,14,99.12
358,1705641182,14,203,12,4.81
357,1705641181,5,220,14,86.17
374,1705641198,12,207,14,43.09
286,1705641110,14,244,10,88.19
402,1705641226,10,205,8,52.16
350,1705641174,12,216,6,17.93
410,1705641234,14,110,15,24.35
287,1705641111,1,163,3,63.61
339,1705641163,9,188,3,31.81
224,1705641048,2,281,2,22.01
243,1705641067,12,183,5,62.98
317,1705641141,11,290,9,70.85
370,1705641194,3,195,5,68.87
376,1705641200,3,223,8,92.83
234,1705641058,14,101,12,55.16
334,1705641158,6,264,14,44.81
247,1705641071,2,178,15,10.54
289,1705641113,11,176,11,16.01
263,1705641087,3,273,9,63.76
402,1705641226,10,108,6,11.5
412,1705641236,9,215,8,39.8
294,1705641118,13,120,4,21.89
335,1705641159,6,163,6,63.61
374,1705641198,12,124,9,72.69
314,1705641138,8,123,11,66.49
318,1705641142,10,269,9,38.28
287,1705641111,1,288,15,31.25
335,1705641159,6,107,15,94.96
269,1705641093,15,111,6,16.6
312,1705641136,13,292,10,43.16
356,1705641180,7,271,9,47.14
397,1705641221,13,138,10,39.73
222,1705641046,3,204,3,16.58
235,1705641059,13,268,10,51.51
312,1705641136,13,174,4,86.49
236,1705641060,7,153,6,82.86
309,1705641133,2,176,10,16.01
334,1705641158,6,229,15,54.4
400,1705641224,1,193,4,16.51
331,1705641155,15,283,13,35.18
296,1705641120,1,102,6,43.45
352,1705641176,15,265,14,76.64
339,1705641163,9,246,13,67.99
272,1705641096,11,167,14,88.11
239,1705641063,3,107,11,94.96
327,1705641151,13,110,1,24.35
244,1705641068,7,205,2,52.16
228,1705641052,14,183,4,62.98
261,1705641085,6,295,7,24.29
262,1705641086,3,290,1,70.85
224,1705641048,2,194,2,94.84
274,1705641098,11,104,10,29.3
348,1705641172,13,297,13,60.9
410,1705641234,14,151,15,53.14
361,1705641185,12,185,10,35.01
327,1705641151,13,289,11,40.19
313,1705641137,7,177,10,26.79
365,1705641189,14,191,12,90.22
338,1705641162,9,187,15,58.47
329,1705641153,13,187,4,58.47
363,1705641187,15,281,14,22.01
232,1705641056,12,140,5,98.17
280,1705641104,10,237,14,27.79
381,1705641205,6,166,14,12.77
247,1705641071,2,212,8,94.17
328,1705641152,3,133,11,62.51
294,1705641118,13,282,5,93.91
246,1705641070,7,214,8,1.54
388,1705641212,7,184,10,60.33
393,1705641217,15,159,5,57.29
366,1705641190,12,162,10,68.26
355,1705641179,9,205,4,52.16
257,1705641081,1,148,4,37.01
237,1705641061,11,225,8,30.48
231,1705641055,7,155,9,87.86
410,1705641234,14,123,14,66.49
283,1705641107,5,108,6,11.5
388,1705641212,7,191,9,90.22
333,1705641157,6,194,1,94.84
279,1705641103,5,163,14,63.61
320,1705641144,15,281,14,22.01
269,1705641093,15,161,10,30.31
292,1705641116,7,218,14,21.51
258,1705641082,2,219,12,97.2
302,1705641126,6,154,8,99.99
390,1705641214,3,233,12,18.99
268,1705641092,12,124,14,72.69
346,1705641170,1,219,9,97.2
369,1705641193,7,250,11,62.25
369,1705641193,7,220,13,86.17
239,1705641063,3,131,13,48.12
366,1705641190,12,210,7,92.41
409,1705641233,14,110,2,24.35
261,1705641085,6,260,12,32.64
298,1705641122,12,187,2,58.47
292,1705641116,7,228,9,6.13
379,1705641203,9,129,9,1.88
273,1705641097,11,193,15,16.51
227,1705641051,1,247,8,83.07
312,1705641136,13,110,1,24.35
229,1705641053,8,255,9,59.6
411,1705641235,7,271,1,47.14
315,1705641139,13,159,5,57.29
348,1705641172,13,190,5,58.29
234,1705641058,14,130,10,92.68
237,1705641061,11,256,2,5.49
265,1705641089,10,276,7,75.72
378,1705641202,5,255,14,59.6
262,1705641086,3,250,12,62.25
318,1705641142,10,213,4,99.12
347,1705641171,12,241,12,67.22
290,1705641114,15,180,13,98.82
247,1705641071,2,101,11,55.16
314,1705641138,8,263,7,52.9
394,1705641218,6,282,1,93.91
253,1705641077,3,188,4,31.81
318,1705641142,10,124,11,72.69
402,1705641226,10,182,10,55.13
247,1705641071,2,282,12,93.91
360,1705641184,3,215,6,39.8
402,1705641226,10,288,5,31.25
317,1705641141,11,268,15,51.51
325,1705641149,5,296,1,69.3
269,1705641093,15,266,2,62.93
282,1705641106,14,299,14,74.39
270,1705641094,1,291,7,7.22
314,1705641138,8,277,7,79.33
339,1705641163,9,248,6,19.71
264,1705641088,15,194,5,94.84
344,1705641168,3,169,11,10.11
243,1705641067,12,138,6,39.73
267,1705641091,6,120,15,21.89
403,1705641227,5,279,5,18.04
305,1705641129,3,140,6,98.17
408,1705641232,10,255,15,59.6
375,1705641199,5,275,2,68.2
412,1705641236,9,232,9,91.34
278,1705641102,13,218,11,21.51
402,1705641226,10,101,14,55.16
274,1705641098,11,215,14,39.8
413,1705641237,12,272,14,59.02
247,1705641071,2,260,14,32.64
271,1705641095,15,199,3,62.93
360,1705641184,3,109,11,9.3
403,1705641227,5,287,9,63.56
240,1705641064,5,295,2,24.29
368,1705641192,1,114,7,1.91
309,1705641133,2,219,10,97.2
386,1705641210,10,146,9,40.14
410,1705641234,14,159,1,57.29
310,1705641134,4,103,5,94.95
267,1705641091,6,116,15,12.08
221,1705641045,13,289,3,40.19
276,1705641100,13,294,10,14.84
406,1705641230,1,252,11,11.98
329,1705641153,13,126,6,15.91
227,1705641051,1,264,13,44.81
237,1705641061,11,220,12,86.17
399,1705641223,9,124,4,72.69
392,1705641216,10,267,12,63.67
365,1705641189,14,284,6,78.13
246,1705641070,7,241,7,67.22
371,1705641195,9,132,11,36.48
231,1705641055,7,259,11,45.45
388,1705641212,7,220,8,86.17
373,1705641197,8,127,8,53.22
405,1705641229,10,220,11,86.17
249,1705641073,11,123,6,66.49
255,1705641079,5,264,13,44.81
221,1705641045,13,182,13,55.13
414,1705641238,11,161,14,30.31
230,1705641054,13,137,5,29.89
363,1705641187,15,234,15,55.11
253,1705641077,3,173,10,23.96
348,1705641172,13,132,2,36.48
270,1705641094,1,200,11,59.88
369,1705641193,7,274,4,43.45
395,1705641219,15,118,12,75.8
248,1705641072,5,282,15,93.91
276,1705641100,13,204,4,16.58
332,1705641156,14,189,8,24.4
355,1705641179,9,238,15,40.69
228,1705641052,14,151,6,53.14
391,1705641215,11,211,15,40.94
340,1705641164,4,181,2,60.26
261,1705641085,6,142,15,77.62
315,1705641139,13,298,5,20.58
370,1705641194,3,139,12,47.03
248,1705641072,5,260,9,32.64
387,1705641211,8,120,3,21.89
354,1705641178,5,173,8,23.96
411,1705641235,7,218,10,21.51
405,1705641229,10,291,12,7.22
276,1705641100,13,239,2,61.14
406,1705641230,1,221,14,21.94
249,1705641073,11,211,15,40.94
327,1705641151,13,284,3,78.13
281,1705641105,6,177,11,26.79
335,1705641159,6,107,7,94.96
329,1705641153,13,241,13,67.22
234,1705641058,14,133,1,62.51
223,1705641047,7,295,14,24.29
387,1705641211,8,258,10,59.17
414,1705641238,11,115,3,18.96
253,1705641077,3,196,11,68.38
252,1705641076,2,227,7,23.88
263,1705641087,3,110,5,24.35
270,1705641094,1,148,9,37.01
382,1705641206,3,118,12,75.8
305,1705641129,3,288,3,31.25
364,1705641188,14,256,2,5.49
278,1705641102,13,284,12,78.13
406,1705641230,1,100,12,69.64
244,1705641068,7,226,7,92.99
384,1705641208,12,186,6,14.72
328,1705641152,3,252,8,11.98
398,1705641222,8,121,2,92.92
297,1705641121,4,195,5,68.87
265,1705641089,10,144,6,75.84
359,1705641183,5,195,15,68.87
380,1705641204,2,211,3,40.94
250,1705641074,15,129,1,1.88
304,1705641128,1,162,7,68.26
347,1705641171,12,122,11,20.53
261,1705641085,6,165,1,9.18
357,1705641181,5,258,5,59.17
237,1705641061,11,205,8,52.16
348,1705641172,13,266,1,62.93
312,1705641136,13,127,12,53.22
408,1705641232,10,292,12,43.16
402,1705641226,10,189,10,24.4
391,1705641215,11,122,9,20.53
316,1705641140,7,198,2,24.14
247,1705641071,2,205,9,52.16
241,1705641065,7,235,7,14.38
304,1705641128,1,206,5,28.95
385,1705641209,4,286,10,58.95
408,1705641232,10,145,13,15.03
236,1705641060,7,268,6,51.51
258,1705641082,2,252,13,11.98
381,1705641205,6,219,5,97.2
299,1705641123,12,248,7,19.71
379,1705641203,9,152,5,2.47
373,1705641197,8,106,4,49.96
273,1705641097,11,291,7,7.22
221,1705641045,13,142,6,77.62
310,1705641134,4,191,6,90.22
247,1705641071,2,288,9,31.25
263,1705641087,3,295,7,24.29
366,1705641190,12,120,11,21.89
292,1705641116,7,125,3,73.09
262,1705641086,3,204,15,16.58
360,1705641184,3,260,4,32.64
394,1705641218,6,144,7,75.84
374,1705641198,12,153,15,82.86
364,1705641188,14,274,2,43.45
240,1705641064,5,297,3,60.9
388,1705641212,7,279,3,18.04
285,1705641109,1,165,1,9.18
273,1705641097,11,235,8,14.38
297,1705641121,4,161,15,30.31
342,1705641166,15,222,8,52.18
319,1705641143,12,175,6,19.55
240,1705641064,5,223,8,92.83
310,1705641134,4,117,12,71.49
292,1705641116,7,100,9,69.64
318,1705641142,10,169,8,10.11
253,1705641077,3,140,9,98.17
359,1705641183,5,260,4,32.64
365,1705641189,14,241,2,67.22
296,1705641120,1,131,12,48.12
346,1705641170,1,159,8,57.29
368,1705641192,1,129,7,1.88
329,1705641153,13,276,12,75.72
380,1705641204,2,128,3,45.02
239,1705641063,3,198,13,24.14
412,1705641236,9,136,10,2.48
364,1705641188,14,233,4,18.99
378,1705641202,5,229,6,54.4
387,1705641211,8,265,12,76.64
235,1705641059,13,193,5,16.51
323,1705641147,3,233,15,18.99
259,1705641083,15,203,9,4.81
338,1705641162,9,164,2,95.11
395,1705641219,15,224,13,77.92
231,1705641055,7,224,1,77.92
389,1705641213,15,138,5,39.73
401,1705641225,6,181,14,60.26
265,1705641089,10,178,10,10.54
355,1705641179,9,168,11,50.13
378,1705641202,5,178,7,10.54
273,1705641097,11,271,10,47.14
323,1705641147,3,256,5,5.49
366,1705641190,12,214,10,1.54
334,1705641158,6,264,12,44.81
356,1705641180,7,230,4,61.98
285,1705641109,1,187,1,58.47
347,1705641171,12,260,11,32.64
306,1705641130,3,192,4,57.81
263,1705641087,3,290,4,70.85
377,1705641201,1,226,5,92.99
223,1705641047,7,154,7,99.99
300,1705641124,11,298,14,20.58
320,1705641144,15,182,8,55.13
371,1705641195,9,205,9,52.16
311,1705641135,11,225,6,30.48
231,1705641055,7,237,13,27.79
313,1705641137,7,215,1,39.8
387,1705641211,8,117,13,71.49
391,1705641215,11,172,11,53.87
257,1705641081,1,284,15,78.13
301,1705641125,15,113,12,71.29
406,1705641230,1,172,13,53.87
290,1705641114,15,284,1,78.13
323,1705641147,3,201,9,63.33
274,1705641098,11,255,5,59.6
283,1705641107,5,202,6,74.98
331,1705641155,15,210,14,92.41
369,1705641193,7,145,5,15.03
326,1705641150,2,189,1,24.4
349,1705641173,10,110,1,24.35
403,1705641227,5,154,7,99.99
280,1705641104,10,222,8,52.18
321,1705641145,15,259,2,45.45
221,1705641045,13,271,7,47.14
405,1705641229,10,156,4,24.27
389,1705641213,15,280,15,50.18
278,1705641102,13,163,1,63.61
280,1705641104,10,276,5,75.72
287,1705641111,1,201,5,63.33
392,1705641216,10,199,7,62.93
412,1705641236,9,183,13,62.98
389,1705641213,15,215,8,39.8
229,1705641053,8,127,14,53.22
307,1705641131,12,143,4,21.62
349,1705641173,10,262,1,43.26
343,1705641167,7,152,9,2.47
274,1705641098,11,216,11,17.93
295,1705641119,2,189,6,24.4
342,1705641166,15,112,13,27.9
252,1705641076,2,209,9,32.73
238,1705641062,15,231,13,22.48
373,1705641197,8,243,5,27.51
265,1705641089,10,285,2,92.81
399,1705641223,9,221,1,21.94
410,1705641234,14,238,3,40.69
339,1705641163,9,188,12,31.81
291,1705641115,2,179,9,76.73
237,1705641061,11,173,4,23.96
248,1705641072,5,117,1,71.49
374,1705641198,12,224,11,77.92
317,1705641141,11,246,10,67.99
272,1705641096,11,262,1,43.26
388,1705641212,7,170,3,21.54
335,1705641159,6,217,9,35.44
319,1705641143,12,218,14,21.51
305,1705641129,3,115,4,18.96
395,1705641219,15,156,2,24.27
302,1705641126,6,270,15,17.63
289,1705641113,11,103,4,94.95
296,1705641120,1,246,7,67.99
318,1705641142,10,290,5,70.85
248,1705641072,5,128,3,45.02
410,1705641234,14,250,5,62.25
238,1705641062,15,146,7,40.14
324,1705641148,2,153,15,82.86
414,1705641238,11,186,3,14.72
335,1705641159,6,224,4,77.92
328,1705641152,3,176,7,16.01
355,1705641179,9,149,11,77.47
346,1705641170,1,261,13,74.34
355,1705641179,9,223,7,92.83
400,1705641224,1,176,2,16.01
281,1705641105,6,230,5,61.98
228,1705641052,14,208,4,48.64
281,1705641105,6,201,3,63.33
263,1705641087,3,148,6,37.01
308,1705641132,10,263,12,52.9
373,1705641197,8,210,11,92.41
225,1705641049,4,289,7,40.19
311,1705641135,11,260,11,32.64
368,1705641192,1,280,3,50.18
380,1705641204,2,261,10,74.34
229,1705641053,8,188,7,31.81
279,1705641103,5,156,14,24.27
243,1705641067,12,127,6,53.22
323,1705641147,3,183,9,62.98
349,1705641173,10,227,12,23.88
222,1705641046,3,240,9,81.07
227,1705641051,1,198,4,24.14
242,1705641066,8,178,9,10.54
268,1705641092,12,285,6,92.81
391,1705641215,11,258,3,59.17
334,1705641158,6,272,1,59.02
403,1705641227,5,283,6,35.18
226,1705641050,13,271,1,47.14
252,1705641076,2,152,6,2.47
384,1705641208,12,158,14,56.57
259,1705641083,15,170,7,21.54
378,1705641202,5,140,5,98.17
398,1705641222,8,133,8,62.51
395,1705641219,15,297,2,60.9
310,1705641134,4,109,12,9.3
363,1705641187,15,254,3,9.94
332,1705641156,14,217,5,35.44
